numeroProcesso,numeroRegistro,nomeValorMobiliario,valorTotalInicial,valorTotalFinal,dataOferta,nomeTipoRequerimento,status,serie_nome,quantidadeAtivos,valorNominal,valorTotalLote,taxaRemuneracao,dataEmissao,dataVencimento,especie,avaliacaoRisco,remuneracaoFinal,amortizacao,incentivado,infraLei14801,resgateAntecipado
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/109,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,74ª (Septuagésima Quarta) Série Sênior,"771.824,0000","1,0000","771.824,0000","100% DI + 2,50%",15/01/2025,09/09/2031,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 09/09/2031, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/110,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,75ª (Septuagésima Quinta) Série Sênior,"759.282,0000","1,0000","759.282,0000","100% DI + 2,50%",15/01/2025,09/10/2031,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 09/10/2031, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão)",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/111,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,76ª (Septuagésima Sexta) Série Sênior,"2.698.643,0000","1,0000","2.698.643,0000","100% DI + 2,50%",15/01/2025,11/11/2031,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 11/11/2031, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/112,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,77ª (Septuagésima Sétima) Série Sênior,"646.477,0000","1,0000","646.477,0000","100% DI + 2,50%",15/01/2025,09/12/2031,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 09/12/2031, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/113,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,78ª (Septuagésima Oitava) Série Sênior,"662.316,0000","1,0000","662.316,0000","100% DI + 2,50%",15/01/2025,12/02/2032,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 12/02/2032, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/114,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,79ª (Septuagésima Nona) Série Sênior,"757.440,0000","1,0000","757.440,0000","100% DI + 2,50%",15/01/2025,09/03/2032,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 09/03/2032, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão)",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/115,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,80ª (Octogésima) Série Sênior,"697.403,0000","1,0000","697.403,0000","100% DI + 2,50%",15/01/2025,09/04/2032,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 09/04/2032, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/116,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,81ª (Octogésima Primeira) Série Sênior,"705.900,0000","1,0000","705.900,0000","100% DI + 2,50%",24/01/2025,11/05/2032,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 11/05/2032, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão)",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/117,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,82ª (Octogésima Segunda) Série Sênior,"651.880,0000","1,0000","651.880,0000","100% DI + 2,50%",15/01/2025,09/06/2032,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 09/06/2032, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/118,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,83ª (Octogésima Terceira) Série Sênior,"639.784,0000","1,0000","639.784,0000","100% DI + 2,50%",15/01/2025,09/07/2032,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 09/07/2032, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/119,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,84ª (Octogésima Quarta) Série Sênior,"569.663,0000","1,0000","569.663,0000","100% DI + 2,50%",15/01/2025,10/08/2032,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 10/08/2032, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/120,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,85ª (Octogésima Quinta) Série Sênior,"520.277,0000","1,0000","520.277,0000","100% DI + 2,50%",15/01/2025,10/09/2032,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 10/09/2032, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão)",Não,Não,Sim
